사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202506,경의선,홍대입구,6,0,429,162,810,597,1192,2023,1751,6320,1588,5902,1672,4723,1706,4402,2281,5856,2898,5593,3544,5903,4095,5550,5093,5817,6665,5984,7164,6774,5584,4457,5857,3228,6209,2589,5986,2202,2702,1678,52,229,0,0,0,0,0,0,20250703
202506,공항철도 1호선,홍대입구,245,9,6038,607,6448,4540,11217,10553,14455,25513,13634,29525,14774,26383,17046,29809,19767,34987,22309,35919,25387,30931,30072,30806,36215,32467,41777,34281,45478,38924,38106,26765,37813,16791,40749,14440,33955,12879,16474,10464,1351,3466,1,0,0,0,0,0,20250703
202507,2호선,홍대입구,762,26,25683,3664,30880,18257,64137,44224,84065,118154,63630,143556,59277,124370,70486,148981,81653,174371,98091,186345,109220,176215,133782,176196,162389,181755,191635,206823,222299,244599,187686,175462,191376,112842,212431,92523,201800,78387,97781,52909,13209,18610,6,1956,0,0,0,0,20250803
202507,경의선,홍대입구,3,1,485,163,830,546,1405,2276,1903,6697,1539,5626,1348,4650,1614,4487,2293,6306,2854,5751,3596,6382,3947,5478,5409,6460,6999,6664,7912,7341,6094,4526,6142,3313,6592,2646,6751,2411,2650,1646,39,239,0,0,0,0,0,0,20250803
202507,공항철도 1호선,홍대입구,193,12,5868,616,6744,4655,12069,11591,15183,28807,13777,30718,15079,26141,18255,31180,20392,37697,23010,37342,25433,32272,30972,32244,37807,33985,45987,37508,50800,44209,41523,29045,40350,17674,44366,15055,37036,14015,16411,10456,1380,3522,0,0,0,0,0,0,20250803
202508,2호선,홍대입구,743,24,25046,3217,29739,17563,56929,39418,74055,105243,59880,132234,58984,123879,70261,153379,82352,176786,97497,188329,110431,180249,134157,177388,163114,184875,189804,203180,213496,231989,186563,169588,187353,111206,206755,90615,195460,74128,94507,51881,11103,18323,8,1818,0,0,0,0,20250903
202508,경의선,홍대입구,10,1,461,118,843,496,1237,1947,1734,6257,1571,5329,1671,4846,1835,4911,2519,6770,2897,6138,3527,6516,4358,6064,5524,7032,7266,6406,7468,7121,6646,4908,6135,3298,6654,2600,6776,2398,2623,1341,60,194,0,0,0,0,0,0,20250903
202508,공항철도 1호선,홍대입구,231,25,5773,597,6503,4403,11053,10467,14129,26194,13570,28370,14701,27144,17292,32500,20149,39093,23101,37998,26046,33666,31806,33358,38893,35033,45527,37209,49648,41874,42897,28486,40869,17421,43310,14134,36808,12820,16335,10623,1497,3499,0,0,0,0,0,0,20250903
202509,2호선,홍대입구,926,48,23394,3394,30781,18283,64364,44882,85145,120673,64560,160291,58848,119675,68617,134391,80462,147438,94695,160825,105125,155388,127302,155222,157351,171999,186002,197694,208843,240036,176243,170930,166966,106435,186375,88539,178189,71324,87529,48747,12072,18235,10,1948,0,0,0,0,20251003
202509,경의선,홍대입구,2,2,369,106,820,532,1431,2242,1908,7323,1593,6420,1440,4880,1649,4440,2173,5910,2833,5268,3524,5801,4301,5313,5136,5810,7475,6444,7701,7203,6089,4707,5725,3342,6244,2634,6352,2608,2565,1259,35,191,0,0,0,0,0,0,20251003
202509,공항철도 1호선,홍대입구,288,23,5641,613,6698,4784,12401,12110,15033,30050,14048,32127,14609,26950,16853,27985,19194,32872,21291,33092,24324,29250,29903,29023,36379,31576,43411,36106,48875,41930,40400,28552,36865,17038,39797,13845,34703,12766,15530,10615,1428,3634,0,0,0,0,0,0,20251003
202510,2호선,홍대입구,877,44,23132,3336,28183,17170,56627,39765,74500,104390,62866,142416,61168,120295,70328,143477,84106,166849,100783,179853,113899,175711,135247,175377,167579,183850,192588,207817,214296,235459,181581,176070,176469,112492,193503,91787,182463,75636,88611,51765,11342,19331,13,1600,0,0,0,0,20251103
202510,경의선,홍대입구,4,0,313,112,761,523,1261,1905,1759,6232,1830,6446,1696,5091,1814,5109,2502,6742,3126,6116,4082,6982,5144,6652,6100,7312,7921,6696,8001,7852,6552,5255,6322,3421,6656,2686,6225,2571,2628,1536,42,284,0,0,0,0,0,0,20251103
202510,공항철도 1호선,홍대입구,235,7,5227,631,6225,4462,10923,10542,14411,26053,14014,29487,15000,27550,16955,31443,20432,36981,23441,36578,27861,33772,33720,32391,41139,34769,46504,37908,50834,41777,42038,28993,39384,17481,41615,14273,36287,12045,16313,10875,1704,4143,1,1,0,0,0,0,20251103
202511,2호선,홍대입구,1063,55,26681,3506,30994,17986,61271,42350,81471,110048,67170,153283,63820,124147,70855,142119,84121,160116,99494,178711,111959,171250,135776,173900,168522,188750,198911,215403,214556,253459,180632,178375,180643,112214,204826,90527,191465,71970,94078,48694,11570,17143,14,1756,0,0,0,0,20251203
202511,경의선,홍대입구,10,1,306,93,867,545,1412,2020,1883,6872,1566,6412,1606,4993,1678,4871,2238,6101,3048,5877,3904,6468,4517,6138,5837,7276,7675,6971,7563,7712,6352,4824,5904,3286,6251,2478,6374,2048,2711,1292,41,207,1,0,0,0,0,0,20251203
202511,공항철도 1호선,홍대입구,312,25,5701,594,6360,4357,12027,11403,15307,27827,15216,32184,15684,27789,17720,31800,20875,35456,23099,36716,27335,33515,32901,31604,41413,34978,48680,39170,51397,44224,42728,29302,40097,17944,43602,14140,36772,11635,17003,9655,1655,3339,1,2,0,0,0,0,20251203
202512,2호선,홍대입구,983,52,26016,3466,30038,20449,61298,42564,79983,115446,63187,149497,62981,126701,74098,155139,89153,181742,104583,201410,120115,191268,150141,191483,184613,201572,212303,225353,231241,252786,199833,185561,197663,118925,220333,95982,210961,79137,106267,52858,14669,21251,277,4358,4,219,0,0,20260103
202512,경의선,홍대입구,2,2,435,126,863,522,1306,2053,1741,7292,1496,6364,1615,4978,1842,5194,2386,6750,2969,6390,3926,7040,4690,6637,5978,7333,7738,7381,7735,7636,6489,5326,6242,3433,6614,2652,6948,2218,2697,1369,48,208,0,0,0,0,0,0,20260103
202512,공항철도 1호선,홍대입구,251,17,5358,629,6141,4664,11380,11981,15074,27856,13908,32768,15354,28570,18795,34228,21334,38533,23929,40030,28486,37490,35437,35748,43210,37805,50245,41287,53214,45744,44526,30896,43065,18569,46330,14929,39242,12345,18464,10067,1745,3530,0,0,0,0,0,0,20260103
202601,2호선,홍대입구,1089,57,26947,3281,30418,18878,59393,38237,77899,110084,58141,135645,54095,114238,64495,137449,77112,164454,91387,181561,105633,174618,126822,173384,160620,176472,191286,195913,218074,227340,185676,162871,179908,101400,202575,81213,192595,64356,95855,42825,11828,15391,42,2026,0,6,0,0,20260203
202601,경의선,홍대입구,7,2,405,81,807,562,1254,1783,1616,6292,1336,5951,1317,4384,1652,4463,2122,6796,2725,5809,3449,6662,4164,6296,5481,5734,7305,6829,7559,6592,6245,4645,5765,2961,5884,2124,6119,2078,2377,1194,50,167,0,3,0,0,0,0,20260203
202601,공항철도 1호선,홍대입구,293,17,5194,634,5807,4440,10945,10355,14681,26334,12730,30388,13451,25804,16093,30825,19190,38058,22235,39012,25841,35135,32097,33347,39979,33409,47971,37795,51440,40977,42905,28059,39693,16603,42659,13038,35971,11465,15938,8471,1501,2690,0,0,0,0,0,0,20260203
202602,2호선,홍대입구,742,35,20634,2763,24882,16298,48963,32184,64314,90941,50791,115893,50798,110723,59357,135895,71321,163576,85527,177136,100008,171046,122282,169189,150815,167792,175319,182099,199587,200928,175835,147937,171445,95355,185209,72563,169923,58273,82632,38946,9748,14414,9,1655,0,0,0,0,20260303
202602,경의선,홍대입구,4,0,360,101,720,469,1045,1441,1422,5162,1273,4787,1304,4188,1587,4703,2134,7035,2822,6157,3764,7024,4336,6563,5833,6312,6982,6994,7609,6563,6218,4486,5766,3007,5757,2085,5124,1739,2152,1111,44,183,0,0,0,0,0,0,20260303
202602,공항철도 1호선,홍대입구,208,13,4514,565,4961,3664,9671,8922,12653,22990,11809,26433,12727,24888,15622,31160,17958,37053,20543,37468,25129,34350,31722,32275,39336,31359,45758,35607,49636,36107,42717,25901,38952,15193,40377,12123,32048,10330,14697,7793,1290,2522,1,0,0,0,0,0,20260303
202603,2호선,홍대입구,863,46,24016,3687,30770,19737,64290,44261,85317,123642,66404,168462,65310,129566,74683,146678,87505,166181,102274,179744,114593,172875,139578,173871,172030,184919,200588,214369,225739,251539,194491,180226,188979,118624,210111,93473,200738,76841,99454,50080,12258,18946,18,2041,0,0,0,0,20260403
202603,2호선,홍대입구,863,46,24016,3687,30770,19737,64290,44261,85317,123642,66404,168462,65310,129566,74683,146678,87505,166181,102274,179744,114593,172875,139578,173871,172030,184919,200588,214369,225739,251539,194491,180226,188979,118624,210111,93473,200738,76841,99454,50080,12258,18946,18,2041,0,0,0,0,20260403
202603,경의선,홍대입구,5,1,410,106,869,585,1267,2177,1678,7342,1655,6422,1713,5208,1843,4631,2710,6532,3185,5891,3976,6405,4966,6159,5815,6887,7983,7614,8013,7760,6720,5226,6101,3272,6470,2568,6225,2195,2695,1444,71,172,0,0,0,0,0,0,20260403
202603,경의선,홍대입구,5,1,410,106,869,585,1267,2177,1678,7342,1655,6422,1713,5208,1843,4631,2710,6532,3185,5891,3976,6405,4966,6159,5815,6887,7983,7614,8013,7760,6720,5226,6101,3272,6470,2568,6225,2195,2695,1444,71,172,0,0,0,0,0,0,20260403
202603,공항철도 1호선,홍대입구,331,21,5495,597,6499,4339,12628,11731,16503,30926,15902,34733,16808,29155,19465,32284,21868,36899,23607,37693,27769,33893,34103,33007,41377,35551,49776,41768,53937,44433,45855,30859,42282,18967,44472,15328,37575,13250,17486,9917,1697,3280,0,0,0,0,0,0,20260403
202603,공항철도 1호선,홍대입구,331,21,5495,597,6499,4339,12628,11731,16503,30926,15902,34733,16808,29155,19465,32284,21868,36899,23607,37693,27769,33893,34103,33007,41377,35551,49776,41768,53937,44433,45855,30859,42282,18967,44472,15328,37575,13250,17486,9917,1697,3280,0,0,0,0,0,0,20260403
202604,2호선,홍대입구,746,43,23155,3683,32225,20322,67156,47436,86877,126224,69980,165448,67421,129765,75838,139836,89891,158575,103204,171849,114610,162417,137436,161553,166487,173093,194440,203835,215451,245174,184955,178850,182197,121763,201481,97503,194151,79936,98985,55028,13776,19757,20,2514,0,0,0,0,20260503
202604,경의선,홍대입구,5,0,436,116,841,619,1225,2188,1796,7449,1981,6734,1981,5220,1866,4317,2777,6359,3322,5586,4315,5929,4975,5645,5805,6436,7985,7550,7749,7562,6436,5436,6049,3706,6697,2747,6436,2595,2856,1874,63,263,0,0,0,0,0,0,20260503
202604,공항철도 1호선,홍대입구,295,25,5416,686,7275,4656,13802,12972,17300,32436,16120,35548,17241,29435,19462,31790,22389,36261,24910,36403,28701,32620,34332,32064,40667,33407,47350,39310,51502,43460,43756,30725,40967,19494,44543,15893,38389,14534,17931,12237,1871,3640,0,0,0,0,0,0,20260503
